product_id,app_name,tags,specs
330390,Grandia® II Anniversary Edition,"['JRPG', 'RPG', 'Classic', 'Story Rich', 'Great Soundtrack', 'Singleplayer', 'Cult Classic', 'Fantasy', 'Adventure', 'Anime', 'Turn-Based Combat', 'Turn-Based', 'Retro']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
286260,fault - milestone one,"['Visual Novel', 'Anime', 'Female Protagonist', 'Singleplayer', 'Fantasy', 'Story Rich', 'Great Soundtrack', 'Indie', 'Adventure', 'Mature', 'Casual']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
13600,Prince of Persia®: The Sands of Time,"['Action', 'Adventure', 'Parkour', 'Platformer', 'Third Person', 'Classic', 'Singleplayer', 'Puzzle-Platformer', 'Story Rich', 'Time Manipulation', 'Great Soundtrack', 'Time Travel', 'Fantasy', 'Hack and Slash', 'Atmospheric']",['Single-player']
337000,Deus Ex: Mankind Divided,"['Cyberpunk', 'Stealth', 'Action', 'Sci-fi', 'Story Rich', 'RPG', 'Atmospheric', 'Illuminati', 'Futuristic', 'Singleplayer', 'Great Soundtrack', 'First-Person', 'FPS', 'Shooter', 'Conspiracy', 'Open World', 'Dystopian', 'Transhumanism', 'Adventure', 'Third Person']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
32440,LEGO® Star Wars™ - The Complete Saga,"['LEGO', 'Star Wars', 'Adventure', 'Local Co-Op', 'Family Friendly', 'Comedy', 'Action', 'Singleplayer', 'Sci-fi', 'Co-op', 'Funny', 'Multiplayer', 'Open World', 'Local Multiplayer', 'Space', 'Puzzle', 'Great Soundtrack', 'Casual', 'Controller', 'Classic']","['Single-player', 'Shared/Split Screen', 'Full controller support', 'Steam Cloud']"
274230,RONIN,"['Indie', 'Action', 'Turn-Based', 'Stealth', 'Ninja', 'Platformer', '2D', 'Turn-Based Combat', 'Turn-Based Tactics', 'Female Protagonist', 'Singleplayer', 'Difficult', 'Cyberpunk', 'Great Soundtrack']","['Single-player', 'Steam Achievements', 'Full controller support']"
19980,Prince of Persia®,"['Action', 'Adventure', 'Platformer', 'Parkour', 'Third Person', 'Singleplayer', 'Exploration', 'Fantasy', 'Atmospheric', 'Story Rich', 'Open World', 'Great Soundtrack', 'Relaxing', 'Hack and Slash']",['Single-player']
227940,Heroes & Generals,"['Free to Play', 'World War II', 'Multiplayer', 'FPS', 'War', 'Action', 'Shooter', 'First-Person', 'Massively Multiplayer', 'Tactical', 'Strategy', 'Co-op', 'Historical', 'Open World', 'Simulation', 'Singleplayer', 'Atmospheric', 'Adventure', 'Indie', 'RTS']","['Multi-player', 'Online Multi-Player', 'MMO', 'In-App Purchases']"
388210,Day of the Tentacle Remastered,"['Adventure', 'Point & Click', 'Classic', 'Comedy', 'Cartoony', 'Time Travel', ""1990's"", '2D', 'Remake', 'Singleplayer', 'Funny', 'Puzzle']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available']"
233270,Far Cry 3 - Blood Dragon,"['FPS', '1980s', 'Comedy', 'Open World', 'Action', 'Great Soundtrack', 'Singleplayer', 'Shooter', 'Adventure', 'Sci-fi', 'Cyberpunk', 'Stealth', 'Retro', 'Funny', 'First-Person', 'Dragons', 'Atmospheric', 'Futuristic', 'Parody', 'Post-apocalyptic']","['Single-player', 'Steam Trading Cards', 'Partial Controller Support']"
234710,Poker Night 2,"['Casual', 'Card Game', 'Comedy', 'Singleplayer', 'Gambling', 'Funny', 'Sports', 'Strategy', 'Point & Click', 'Atmospheric', 'Board Game', 'Simulation', 'Controller']","['Single-player', 'Full controller support']"
274310,Always Sometimes Monsters,"['RPGMaker', 'Indie', 'RPG', 'Story Rich', 'Pixel Graphics', 'Choices Matter', 'Casual', 'Walking Simulator', 'Singleplayer', 'Great Soundtrack', 'Adventure', 'Romance', 'Visual Novel', '2D', 'Female Protagonist', 'Horror', 'Nudity']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
17450,Dragon Age: Origins,"['RPG', 'Fantasy', 'Story Rich', 'Multiple Endings', 'Singleplayer', 'Real-Time with Pause', 'Adventure', 'Atmospheric', 'Dark Fantasy', 'Choices Matter', 'Tactical', 'Character Customization', 'Party-Based RPG', 'Open World', 'Dragons', 'Romance', 'Third Person', 'Female Protagonist', 'Loot', 'Action']",['Single-player']
23450,Grand Ages: Rome,"['Strategy', 'Simulation', 'City Builder', 'Historical', 'Rome', 'Multiplayer', 'Singleplayer', 'RTS']",['Multi-player']
258010,Ring Runner: Flight of the Sages,"['Action', 'RPG', 'Indie', 'Space', 'Sci-fi', 'Story Rich', 'Great Soundtrack', 'Shooter', 'Multiplayer', 'Co-op', ""Shoot 'Em Up"", 'Flight']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
296300,Ballistic Overkill,"['FPS', 'Shooter', 'Action', 'Multiplayer', 'First-Person', 'Casual', 'Indie', 'Massively Multiplayer', 'PvP', 'Free to Play', 'Fast-Paced', 'Funny', 'Adventure', 'Atmospheric', 'Class-Based', 'Strategy', 'Singleplayer', 'Online Co-Op', 'Third Person']","['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled']"
516510,Orake 2D MMORPG,"['RPG', 'Free to Play', 'MMORPG', 'Massively Multiplayer', 'Adventure', 'Action', 'Strategy', 'Indie', '2D', 'Multiplayer', 'Pixel Graphics']","['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op']"
459820,Crush Crush,"['Free to Play', 'Anime', 'Nudity', 'Dating Sim', 'Sexual Content', 'Clicker', 'Mature', 'Cute', 'Casual', 'Funny', 'Singleplayer', 'Comedy', 'Visual Novel', 'Indie', 'Memes', 'Romance', 'Female Protagonist', 'Resource Management', 'Strategy', 'Psychological Horror']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Stats', 'Steam Leaderboards']"
389510,Wild Animal Racing,"['Sexual Content', 'Memes', 'Cold War', 'Mature', 'Racing', 'Dark', 'Psychedelic', 'FPS', 'Difficult', 'Indie', 'Family Friendly', 'Action', 'Sports', 'Funny', 'Casual', 'Atmospheric', 'Multiplayer', 'Fantasy', 'Comedy', 'Singleplayer']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
17430,Need for Speed Undercover,"['Racing', 'Open World', 'Multiplayer', 'Action', 'Arcade', 'Driving', 'Singleplayer', 'Story Rich', 'Simulation', 'Great Soundtrack', 'Free to Play']","['Single-player', 'Multi-player', 'Partial Controller Support']"
525700,Birthdays the Beginning / バースデイズ・ザ・ビギニング,"['Simulation', 'God Game', 'Sandbox', 'Dinosaurs', 'Cute', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
15210,Silent Hunter® III,"['Simulation', 'Naval', 'World War II', 'Military', 'Historical', 'Open World', 'Action', 'Realistic']","['Single-player', 'Multi-player', 'Co-op']"
230050,DLC Quest,"['Platformer', 'Indie', 'Satire', 'Comedy', 'Short', 'Parody', 'Pixel Graphics', '2D', 'Singleplayer', 'Funny', 'Retro', 'Adventure', 'Exploration', 'Casual', 'Action', 'Side Scroller', 'Metroidvania', 'Memes', 'Zombies', 'Fantasy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']"
287020,Harvester,"['Horror', 'Adventure', 'FMV', 'Point & Click', 'Gore', 'Classic', 'Dark Humor', 'Cult Classic', 'Violent', 'Satire', ""1990's"", 'Singleplayer', 'Retro', 'Story Rich', 'Nudity']","['Single-player', 'Steam Trading Cards']"
224500,Gnomoria,"['Sandbox', 'Strategy', 'City Builder', 'Simulation', 'Indie', 'Survival', 'Building', 'Crafting', 'Singleplayer', 'Isometric', 'Fantasy', 'Resource Management', 'Pixel Graphics', 'RTS', '2D', 'Management', 'Base Building', 'Replay Value', 'Rogue-like', 'Difficult']","['Single-player', 'Steam Trading Cards', 'Steam Workshop']"
357300,Snakebird,"['Puzzle', 'Difficult', 'Indie', 'Cute', 'Colorful']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
38740,EDGE,"['Puzzle', 'Indie', 'Action', 'Platformer', 'Great Soundtrack', 'Singleplayer', 'Isometric', 'Abstract', 'Casual', 'Time Attack', 'Retro']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
345260,Medieval: Total War™ - Collection,"['Strategy', 'Action', 'Medieval', 'Historical', 'Classic', 'Turn-Based Strategy', 'RTS', 'Atmospheric', 'Singleplayer']","['Single-player', 'Multi-player']"
200710,Torchlight II,"['RPG', 'Action RPG', 'Hack and Slash', 'Co-op', 'Dungeon Crawler', 'Loot', 'Fantasy', 'Action', 'Online Co-Op', 'Adventure', 'Multiplayer', 'Singleplayer', 'Indie', 'Moddable', 'Character Customization', 'Replay Value', 'Isometric', 'Steampunk', 'Atmospheric', 'Cartoon']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']"
245150,The Novelist,"['Indie', 'Adventure', 'Story Rich', 'Casual', 'Atmospheric', 'Exploration', 'First-Person', 'Stealth', 'Choices Matter', 'Singleplayer', 'Walking Simulator', 'Short']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']"
461560,MANDAGON,"['Free to Play', 'Pixel Graphics', 'Adventure', 'Indie', 'Platformer', '2D', 'Atmospheric', 'Short', 'Story Rich', 'Controller', 'Relaxing', 'Mystery', 'Casual', 'Singleplayer', 'Great Soundtrack', 'Multiplayer', 'Open World']","['Single-player', 'Steam Achievements', 'Partial Controller Support']"
308420,Ziggurat,"['FPS', 'Rogue-lite', 'Procedural Generation', 'Magic', 'Action', 'Perma Death', 'Rogue-like', 'Indie', 'Shooter', 'Difficult', 'Replay Value', 'RPG', 'Arena Shooter', 'Dungeon Crawler', 'Fast-Paced', 'Exploration', 'Loot', 'Cartoony', 'Funny', 'Multiple Endings']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
359900,The Incredible Adventures of Van Helsing III,"['RPG', 'Action', 'Adventure', 'Indie', 'Hack and Slash', 'Action RPG', 'Co-op', 'Singleplayer', 'Isometric', 'Multiplayer']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
311480,Vertical Drop Heroes HD,"['Action', 'Indie', 'Rogue-like', 'Platformer', '2D', 'Co-op', 'RPG', 'Local Co-Op', 'Rogue-lite', 'Split Screen', 'Procedural Generation']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']"
214250,I Am Alive,"['Survival', 'Post-apocalyptic', 'Action', 'Adventure', 'Third Person', 'Singleplayer', 'Parkour', 'Atmospheric', 'Third-Person Shooter', 'Dark', 'Open World', 'Shooter', 'FPS', 'Horror', 'Platformer', 'Action-Adventure']","['Single-player', 'Partial Controller Support']"
412940,Back to Dinosaur Island,"['Free to Play', 'Dinosaurs', 'VR', 'Multiplayer', 'Survival', 'Adventure', 'Simulation', 'First-Person', 'Open World', 'Singleplayer', '3D Vision', 'Horror', 'Action', 'Survival Horror', 'Controller', 'FPS', 'Gore', 'Co-op', 'Building', 'Zombies']",['Single-player']
212500,The Lord of the Rings Online™,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Fantasy', 'Open World', 'Adventure', 'Multiplayer', 'Based On A Novel', 'Action', 'Exploration', 'Character Customization', 'Story Rich', 'Co-op', 'Online Co-Op', 'Third Person', 'Survival', 'PvP', 'Singleplayer', 'Dark Fantasy']",['MMO']
15300,Tom Clancy's Ghost Recon®,"['Tactical', 'FPS', 'Action', 'Simulation', 'Classic', 'Shooter', 'Strategy', 'Singleplayer', 'Realistic', 'Military', 'Stealth', 'Multiplayer', 'Co-op', 'First-Person', 'Difficult']","['Single-player', 'Co-op']"
47780,Dead Space™ 2,"['Horror', 'Action', 'Sci-fi', 'Space', 'Third Person', 'Survival Horror', 'Gore', 'Third-Person Shooter', 'Multiplayer', 'Atmospheric', 'Singleplayer', 'Shooter', 'Aliens', 'Adventure', 'Co-op', 'Story Rich', 'Survival', 'Futuristic', 'Blood', '3D Vision']","['Single-player', 'Multi-player', 'Partial Controller Support']"
35720,Trine 2: Complete Story,"['Platformer', 'Adventure', 'Puzzle', 'Fantasy', 'Co-op', 'Indie', 'Online Co-Op', 'Local Co-Op', 'Action', 'Physics', 'Multiplayer', 'Great Soundtrack', 'Singleplayer', 'Atmospheric', '2D', 'Casual', 'Medieval', 'RPG', 'Local Multiplayer', '3D Vision']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']"
205990,Warlock 2: The Exiled,"['Strategy', 'Fantasy', 'Turn-Based', 'Turn-Based Strategy', '4X', 'Magic', 'Multiplayer', 'Hex Grid', 'Singleplayer', 'RPG', 'Adventure']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']"
12810,Overlord II,"['RPG', 'Fantasy', 'Villain Protagonist', 'Singleplayer', 'Funny', 'Action', 'Comedy', 'Third Person', 'Magic', 'Action RPG', 'Strategy', 'Adventure', 'Dark Humor', 'Action-Adventure', 'Open World', 'Puzzle', 'Dark Fantasy', 'Atmospheric', 'Multiplayer', 'RTS']",['Single-player']
225080,Brothers - A Tale of Two Sons,"['Adventure', 'Atmospheric', 'Controller', 'Indie', 'Story Rich', 'Short', 'Puzzle', 'Fantasy', 'Singleplayer', 'Great Soundtrack', 'Action', 'Third Person', 'Platformer', 'Casual', 'Local Co-Op', 'Multiplayer', '3D Vision', 'Colorful', 'Walking Simulator', 'Linear']","['Single-player', 'Full controller support']"
384360,Fingered,"['Indie', 'Casual', 'Detective', 'Puzzle', 'Funny', 'Singleplayer']","['Single-player', 'Steam Achievements']"
47890,The Sims™ 3,"['Simulation', 'Character Customization', 'Sandbox', 'Singleplayer', 'Building', 'Casual', 'Funny', 'Moddable', 'RPG', 'Family Friendly', 'Comedy', 'Romance', 'Adventure', 'Replay Value', 'Multiplayer', 'Great Soundtrack', 'Nudity', 'Strategy', 'Action', 'Female Protagonist']",['Single-player']
575720,Mighty Party,"['Free to Play', 'Card Game', 'RPG', 'Strategy', 'MMORPG', 'PvP', 'Turn-Based Tactics', 'Massively Multiplayer', 'Team-Based', 'Fast-Paced', 'Trading Card Game', 'Turn-Based Strategy', 'Turn-Based Combat', 'Tactical', 'Adventure', 'Competitive', 'Action', 'Rogue-like', 'JRPG', 'Class-Based']","['Single-player', 'Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']"
424250,Balrum,"['RPG', 'Adventure', 'Strategy', 'Indie', 'Crafting', 'Sandbox', 'Isometric', 'Turn-Based Combat', 'Fantasy', 'CRPG', 'Open World']","['Single-player', 'Steam Achievements']"
249870,Scribblenauts Unmasked: A DC Comics Adventure,"['Adventure', 'Superhero', 'Action', 'Casual', 'Batman', 'Sandbox', 'Strategy', 'Comic Book', 'Singleplayer', 'Puzzle', 'Funny', 'Family Friendly', '2D', 'Open World', 'Fantasy', 'Multiplayer', 'Co-op', 'Comedy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']"
315600,Ford Racing 3,"['Racing', 'Driving', 'Multiplayer', 'Arcade', 'Simulation', 'Singleplayer']",['Single-player']
307780,Mortal Kombat X,"['Fighting', 'Gore', 'Action', 'Violent', 'Multiplayer', 'Blood', 'Mature', 'Competitive', 'Local Multiplayer', '2D Fighter', 'Atmospheric', 'Singleplayer', 'Arcade', 'Great Soundtrack', '2.5D', 'Online Co-Op', 'Fantasy', 'Third Person', 'Horror', 'Female Protagonist']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
9450,"Warhammer® 40,000: Dawn of War® - Soulstorm","['Warhammer 40K', 'Strategy', 'RTS', 'Base Building', 'Sci-fi', 'Real-Time', 'Multiplayer', 'Singleplayer', 'Games Workshop', 'Futuristic', 'Classic', 'Action', 'Atmospheric', 'Great Soundtrack', 'Adventure']","['Single-player', 'Multi-player', 'Steam Cloud']"
305640,Shattered Planet,"['RPG', 'Indie', 'Strategy', 'Rogue-like', 'Turn-Based', 'Sci-fi', 'Singleplayer', 'Isometric', 'Rogue-lite']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
365300,Transmissions: Element 120,"['Free to Play', 'Action', 'Shooter', 'Zombies', 'Horror', 'Multiplayer', 'First-Person', 'FPS', 'Singleplayer', 'Mod', 'Indie', 'Atmospheric', 'Sci-fi', 'Survival', 'Short', 'Open World', 'Puzzle', 'Adventure', 'Co-op', 'Walking Simulator']","['Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud']"
360940,The Mean Greens - Plastic Warfare,"['Action', 'Multiplayer', 'Third-Person Shooter', 'Indie', 'Shooter', 'Funny', 'Great Soundtrack', 'Colorful', 'First-Person', 'Singleplayer']","['Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Valve Anti-Cheat enabled']"
263360,3089 -- Futuristic Action RPG,"['RPG', 'Indie', 'Action', 'FPS', 'Open World', 'Sci-fi', 'Futuristic', 'Procedural Generation', 'Singleplayer', 'First-Person', 'Pixel Graphics', 'Shooter', 'Retro', 'Rogue-like']","['Single-player', 'Co-op', 'Steam Trading Cards']"
389670,Formula Fusion,"['Racing', 'Sports', 'Simulation', 'Action', 'Indie', 'Futuristic', 'Sci-fi']","['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
44340,Operation Flashpoint: Red River,"['Action', 'FPS', 'Strategy', 'Military', 'Multiplayer', 'Tactical', 'Co-op', 'Shooter', 'Simulation', 'Open World', 'Realistic', 'Singleplayer', 'First-Person', 'War']","['Single-player', 'Multi-player', 'Co-op']"
48700,Mount & Blade: Warband,"['Medieval', 'RPG', 'Open World', 'Strategy', 'Action', 'Sandbox', 'Multiplayer', 'Moddable', 'Military', 'Adventure', 'Horses', 'Realistic', 'First-Person', 'Historical', 'Singleplayer', 'Third Person', 'Hack and Slash', 'Simulation', 'Fantasy', 'Indie']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']"
